anio,tipo_eleccion,tipo_resultado,cargo,distrito,seccion,comuna,circuito,partido,votos,electores,votos_totales,partido_agrup
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,1,blanco,326,9000,8066,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,1,consenso federal,352,9000,8066,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,1,fit-u,454,9000,8066,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,1,frente de todos,3313,9000,8066,pj
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,1,impugnado,0,9000,8066,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,1,juntos por el cambio,3453,9000,8066,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,1,nulo,38,9000,8066,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,1,unite,130,9000,8066,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,1,votos recurridos,0,9000,8066,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,2,blanco,301,8400,7136,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,2,consenso federal,294,8400,7136,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,2,fit-u,398,8400,7136,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,2,frente de todos,3074,8400,7136,pj
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,2,impugnado,0,8400,7136,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,2,juntos por el cambio,2868,8400,7136,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,2,nulo,67,8400,7136,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,2,unite,134,8400,7136,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,2,votos recurridos,0,8400,7136,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,3,blanco,54,2100,1906,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,3,consenso federal,58,2100,1906,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,3,fit-u,30,2100,1906,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,3,frente de todos,278,2100,1906,pj
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,3,impugnado,0,2100,1906,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,3,juntos por el cambio,1461,2100,1906,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,3,nulo,2,2100,1906,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,3,unite,23,2100,1906,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,3,votos recurridos,0,2100,1906,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,4,blanco,31,2100,1733,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,4,consenso federal,31,2100,1733,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,4,fit-u,19,2100,1733,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,4,frente de todos,243,2100,1733,pj
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,4,impugnado,0,2100,1733,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,4,juntos por el cambio,1390,2100,1733,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,4,nulo,1,2100,1733,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,4,unite,18,2100,1733,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,4,votos recurridos,0,2100,1733,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,5,blanco,562,7800,5997,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,5,consenso federal,156,7800,5997,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,5,fit-u,159,7800,5997,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,5,frente de todos,3403,7800,5997,pj
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,5,impugnado,1,7800,5997,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,5,juntos por el cambio,1555,7800,5997,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,5,nulo,72,7800,5997,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,5,unite,88,7800,5997,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,5,votos recurridos,1,7800,5997,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,6,blanco,262,13500,11959,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,6,consenso federal,255,13500,11959,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,6,fit-u,185,13500,11959,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,6,frente de todos,1250,13500,11959,pj
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,6,impugnado,1,13500,11959,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,6,juntos por el cambio,9800,13500,11959,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,6,nulo,36,13500,11959,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,6,unite,170,13500,11959,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,6,votos recurridos,0,13500,11959,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,7,blanco,191,7200,6142,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,7,consenso federal,198,7200,6142,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,7,fit-u,150,7200,6142,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,7,frente de todos,964,7200,6142,pj
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,7,impugnado,0,7200,6142,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,7,juntos por el cambio,4498,7200,6142,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,7,nulo,26,7200,6142,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,7,unite,115,7200,6142,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,7,votos recurridos,0,7200,6142,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,8,blanco,220,7500,6033,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,8,consenso federal,210,7500,6033,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,8,fit-u,190,7500,6033,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,8,frente de todos,1326,7500,6033,pj
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,8,impugnado,0,7500,6033,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,8,juntos por el cambio,3917,7500,6033,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,8,nulo,38,7500,6033,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,8,unite,131,7500,6033,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,8,votos recurridos,1,7500,6033,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,9,blanco,258,9900,7783,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,9,consenso federal,340,9900,7783,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,9,fit-u,238,9900,7783,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,9,frente de todos,2053,9900,7783,pj
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,9,impugnado,9,9900,7783,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,9,juntos por el cambio,4663,9900,7783,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,9,nulo,62,9900,7783,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,9,unite,160,9900,7783,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,9,votos recurridos,0,9900,7783,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,10,blanco,309,10200,8582,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,10,consenso federal,384,10200,8582,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,10,fit-u,329,10200,8582,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,10,frente de todos,2302,10200,8582,pj
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,10,impugnado,0,10200,8582,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,10,juntos por el cambio,5026,10200,8582,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,10,nulo,50,10200,8582,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,10,unite,182,10200,8582,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,10,votos recurridos,0,10200,8582,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,11,blanco,353,10800,8825,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,11,consenso federal,459,10800,8825,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,11,fit-u,409,10800,8825,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,11,frente de todos,3127,10800,8825,pj
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,11,impugnado,1,10800,8825,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,11,juntos por el cambio,4251,10800,8825,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,11,nulo,60,10800,8825,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,11,unite,164,10800,8825,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,11,votos recurridos,1,10800,8825,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,12,blanco,294,9600,8125,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,12,consenso federal,406,9600,8125,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,12,fit-u,379,9600,8125,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,12,frente de todos,2947,9600,8125,pj
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,12,impugnado,0,9600,8125,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,12,juntos por el cambio,3906,9600,8125,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,12,nulo,44,9600,8125,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,12,unite,149,9600,8125,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,12,votos recurridos,0,9600,8125,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,13,blanco,367,10800,9243,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,13,consenso federal,501,10800,9243,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,13,fit-u,473,10800,9243,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,13,frente de todos,3452,10800,9243,pj
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,13,impugnado,0,10800,9243,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,13,juntos por el cambio,4237,10800,9243,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,13,nulo,63,10800,9243,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,13,unite,150,10800,9243,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,13,votos recurridos,0,10800,9243,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,14,blanco,156,4500,3704,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,14,consenso federal,183,4500,3704,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,14,fit-u,156,4500,3704,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,14,frente de todos,1287,4500,3704,pj
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,14,impugnado,0,4500,3704,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,14,juntos por el cambio,1830,4500,3704,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,14,nulo,24,4500,3704,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,14,unite,68,4500,3704,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,14,votos recurridos,0,4500,3704,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,15,blanco,281,7500,6088,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,15,consenso federal,318,7500,6088,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,15,fit-u,290,7500,6088,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,15,frente de todos,2597,7500,6088,pj
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,15,impugnado,0,7500,6088,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,15,juntos por el cambio,2439,7500,6088,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,15,nulo,47,7500,6088,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,15,unite,116,7500,6088,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,15,votos recurridos,0,7500,6088,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,16,blanco,266,7200,6179,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,16,consenso federal,308,7200,6179,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,16,fit-u,332,7200,6179,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,16,frente de todos,2430,7200,6179,pj
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,16,impugnado,0,7200,6179,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,16,juntos por el cambio,2699,7200,6179,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,16,nulo,41,7200,6179,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,16,unite,103,7200,6179,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,16,votos recurridos,0,7200,6179,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,17,blanco,397,10500,9097,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,17,consenso federal,438,10500,9097,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,17,fit-u,493,10500,9097,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,17,frente de todos,3761,10500,9097,pj
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,17,impugnado,0,10500,9097,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,17,juntos por el cambio,3783,10500,9097,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,17,nulo,78,10500,9097,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,17,unite,147,10500,9097,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,17,votos recurridos,0,10500,9097,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,18,blanco,310,6600,5423,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,18,consenso federal,268,6600,5423,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,18,fit-u,242,6600,5423,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,18,frente de todos,2380,6600,5423,pj
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,18,impugnado,0,6600,5423,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,18,juntos por el cambio,2102,6600,5423,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,18,nulo,32,6600,5423,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,18,unite,89,6600,5423,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,18,votos recurridos,0,6600,5423,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,19,blanco,436,9900,8390,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,19,consenso federal,419,9900,8390,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,19,fit-u,365,9900,8390,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,19,frente de todos,3799,9900,8390,pj
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,19,impugnado,0,9900,8390,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,19,juntos por el cambio,3182,9900,8390,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,19,nulo,54,9900,8390,neg
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,19,unite,135,9900,8390,otro
2019,G,provisorio,DIP_CABA,CABA,1,comuna 01,19,votos recurridos,0,9900,8390,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,20,blanco,198,7200,6212,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,20,consenso federal,171,7200,6212,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,20,fit-u,137,7200,6212,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,20,frente de todos,1354,7200,6212,pj
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,20,impugnado,0,7200,6212,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,20,juntos por el cambio,4231,7200,6212,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,20,nulo,37,7200,6212,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,20,unite,84,7200,6212,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,20,votos recurridos,0,7200,6212,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,21,blanco,231,11700,10167,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,21,consenso federal,216,11700,10167,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,21,fit-u,153,11700,10167,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,21,frente de todos,1039,11700,10167,pj
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,21,impugnado,0,11700,10167,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,21,juntos por el cambio,8307,11700,10167,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,21,nulo,33,11700,10167,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,21,unite,186,11700,10167,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,21,votos recurridos,2,11700,10167,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,22,blanco,356,14100,12539,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,22,consenso federal,488,14100,12539,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,22,fit-u,464,14100,12539,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,22,frente de todos,2459,14100,12539,pj
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,22,impugnado,0,14100,12539,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,22,juntos por el cambio,8547,14100,12539,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,22,nulo,49,14100,12539,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,22,unite,176,14100,12539,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,22,votos recurridos,0,14100,12539,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,23,blanco,395,17400,15756,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,23,consenso federal,594,17400,15756,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,23,fit-u,572,17400,15756,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,23,frente de todos,3074,17400,15756,pj
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,23,impugnado,0,17400,15756,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,23,juntos por el cambio,10829,17400,15756,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,23,nulo,60,17400,15756,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,23,unite,232,17400,15756,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,23,votos recurridos,0,17400,15756,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,24,blanco,266,11400,10315,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,24,consenso federal,370,11400,10315,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,24,fit-u,277,11400,10315,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,24,frente de todos,1690,11400,10315,pj
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,24,impugnado,0,11400,10315,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,24,juntos por el cambio,7510,11400,10315,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,24,nulo,37,11400,10315,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,24,unite,165,11400,10315,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,24,votos recurridos,0,11400,10315,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,25,blanco,272,11100,10039,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,25,consenso federal,281,11100,10039,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,25,fit-u,227,11100,10039,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,25,frente de todos,1394,11100,10039,pj
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,25,impugnado,0,11100,10039,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,25,juntos por el cambio,7687,11100,10039,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,25,nulo,54,11100,10039,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,25,unite,124,11100,10039,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,25,votos recurridos,0,11100,10039,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,26,blanco,279,14400,12954,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,26,consenso federal,384,14400,12954,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,26,fit-u,262,14400,12954,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,26,frente de todos,1669,14400,12954,pj
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,26,impugnado,2,14400,12954,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,26,juntos por el cambio,10080,14400,12954,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,26,nulo,50,14400,12954,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,26,unite,228,14400,12954,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,26,votos recurridos,0,14400,12954,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,27,blanco,277,11100,9629,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,27,consenso federal,389,11100,9629,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,27,fit-u,339,11100,9629,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,27,frente de todos,2107,11100,9629,pj
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,27,impugnado,0,11100,9629,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,27,juntos por el cambio,6307,11100,9629,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,27,nulo,57,11100,9629,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,27,unite,153,11100,9629,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,27,votos recurridos,0,11100,9629,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,28,blanco,389,15600,13900,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,28,consenso federal,599,15600,13900,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,28,fit-u,600,15600,13900,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,28,frente de todos,3617,15600,13900,pj
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,28,impugnado,0,15600,13900,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,28,juntos por el cambio,8380,15600,13900,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,28,nulo,99,15600,13900,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,28,unite,215,15600,13900,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,28,votos recurridos,1,15600,13900,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,29,blanco,289,10500,9330,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,29,consenso federal,430,10500,9330,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,29,fit-u,418,10500,9330,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,29,frente de todos,2358,10500,9330,pj
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,29,impugnado,0,10500,9330,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,29,juntos por el cambio,5648,10500,9330,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,29,nulo,47,10500,9330,neg
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,29,unite,140,10500,9330,otro
2019,G,provisorio,DIP_CABA,CABA,2,comuna 02,29,votos recurridos,0,10500,9330,otro
2019,G,provisorio,DIP_CABA,CABA,3,comuna 03,30,blanco,343,9900,8444,neg
2019,G,provisorio,DIP_CABA,CABA,3,comuna 03,30,consenso federal,462,9900,8444,otro
2019,G,provisorio,DIP_CABA,CABA,3,comuna 03,30,fit-u,395,9900,8444,otro
2019,G,provisorio,DIP_CABA,CABA,3,comuna 03,30,frente de todos,2483,9900,8444,pj
2019,G,provisorio,DIP_CABA,CABA,3,comuna 03,30,impugnado,0,9900,8444,neg
2019,G,provisorio,DIP_CABA,CABA,3,comuna 03,30,juntos por el cambio,4572,9900,8444,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,3,comuna 03,30,nulo,57,9900,8444,neg
2019,G,provisorio,DIP_CABA,CABA,3,comuna 03,30,unite,132,9900,8444,otro
2019,G,provisorio,DIP_CABA,CABA,3,comuna 03,30,votos recurridos,0,9900,8444,otro
2019,G,provisorio,DIP_CABA,CABA,3,comuna 03,31,blanco,336,11100,9337,neg
2019,G,provisorio,DIP_CABA,CABA,3,comuna 03,31,consenso federal,487,11100,9337,otro
2019,G,provisorio,DIP_CABA,CABA,3,comuna 03,31,fit-u,464,11100,9337,otro
2019,G,provisorio,DIP_CABA,CABA,3,comuna 03,31,frente de todos,2710,11100,9337,pj
2019,G,provisorio,DIP_CABA,CABA,3,comuna 03,31,impugnado,0,11100,9337,neg
2019,G,provisorio,DIP_CABA,CABA,3,comuna 03,31,juntos por el cambio,5098,11100,9337,jxc-pro
2019,G,provisorio,DIP_CABA,CABA,3,comuna 03,31,nulo,60,11100,9337,neg
2019,G,provisorio,DIP_CABA,CABA,3,comuna 03,31,unite,182,11100,9337,otro
2019,G,provisorio,DIP_CABA,CABA,3,comuna 03,31,votos recurridos,0,11100,9337,otro
2019,G,provisorio,DIP_CABA,CABA,3,comuna 03,32,blanco,326,9900,8349,neg
2019,G,provisorio,DIP_CABA,CABA,3,comuna 03,32,consenso federal,417,9900,8349,otro
2019,G,provisorio,DIP_CABA,CABA,3,comuna 03,32,fit-u,437,9900,8349,otro
2019,G,provisorio,DIP_CABA,CABA,3,comuna 03,32,frente de todos,2681,9900,8349,pj
