anio,tipo_eleccion,tipo_resultado,cargo,distrito,seccion,comuna,circuito,partido,votos,electores,votos_totales,partido_agrup
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,94,nulo,49,12203,8214,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,94,recurrido,6,12203,8214,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,94,union por la patria,2735,12203,8214,pj
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,95,blanco,1450,20393,13606,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,95,comando,16,20393,13606,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,95,fit-u,631,20393,13606,otro
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,95,impugnado,0,20393,13606,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,95,juntos por el cambio,5283,20393,13606,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,95,la libertad avanza,1910,20393,13606,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,95,nulo,102,20393,13606,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,95,recurrido,2,20393,13606,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,95,union por la patria,4212,20393,13606,pj
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,96,blanco,1491,15738,10362,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,96,comando,11,15738,10362,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,96,fit-u,553,15738,10362,otro
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,96,impugnado,0,15738,10362,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,96,juntos por el cambio,3286,15738,10362,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,96,la libertad avanza,1534,15738,10362,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,96,nulo,133,15738,10362,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,96,recurrido,12,15738,10362,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,96,union por la patria,3342,15738,10362,pj
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,97,blanco,1294,13316,9474,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,97,comando,9,13316,9474,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,97,fit-u,418,13316,9474,otro
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,97,impugnado,0,13316,9474,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,97,juntos por el cambio,3067,13316,9474,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,97,la libertad avanza,1326,13316,9474,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,97,nulo,56,13316,9474,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,97,recurrido,1,13316,9474,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,97,union por la patria,3303,13316,9474,pj
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,98,blanco,1948,23617,17441,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,98,comando,15,23617,17441,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,98,fit-u,737,23617,17441,otro
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,98,impugnado,9,23617,17441,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,98,juntos por el cambio,7196,23617,17441,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,98,la libertad avanza,2352,23617,17441,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,98,nulo,128,23617,17441,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,98,recurrido,4,23617,17441,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,98,union por la patria,5052,23617,17441,pj
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,99,blanco,1151,11714,9010,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,99,comando,10,11714,9010,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,99,fit-u,372,11714,9010,otro
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,99,impugnado,0,11714,9010,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,99,juntos por el cambio,3957,11714,9010,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,99,la libertad avanza,1131,11714,9010,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,99,nulo,74,11714,9010,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,99,recurrido,0,11714,9010,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,99,union por la patria,2315,11714,9010,pj
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,100,blanco,1435,15123,11662,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,100,comando,13,15123,11662,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,100,fit-u,484,15123,11662,otro
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,100,impugnado,0,15123,11662,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,100,juntos por el cambio,5125,15123,11662,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,100,la libertad avanza,1424,15123,11662,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,100,nulo,74,15123,11662,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,100,recurrido,1,15123,11662,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,100,union por la patria,3106,15123,11662,pj
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,101,blanco,1751,20573,13381,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,101,comando,16,20573,13381,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,101,fit-u,639,20573,13381,otro
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,101,impugnado,1,20573,13381,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,101,juntos por el cambio,5491,20573,13381,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,101,la libertad avanza,1742,20573,13381,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,101,nulo,142,20573,13381,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,101,recurrido,6,20573,13381,neg
2023,G,provisorio,DIP_CABA,CABA,9,comuna 09,101,union por la patria,3593,20573,13381,pj
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,102,blanco,971,13953,10760,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,102,comando,10,13953,10760,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,102,fit-u,506,13953,10760,otro
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,102,impugnado,0,13953,10760,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,102,juntos por el cambio,4982,13953,10760,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,102,la libertad avanza,1343,13953,10760,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,102,nulo,80,13953,10760,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,102,recurrido,0,13953,10760,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,102,union por la patria,2868,13953,10760,pj
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,103,blanco,1090,13338,9870,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,103,comando,6,13338,9870,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,103,fit-u,445,13338,9870,otro
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,103,impugnado,0,13338,9870,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,103,juntos por el cambio,4277,13338,9870,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,103,la libertad avanza,1379,13338,9870,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,103,nulo,59,13338,9870,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,103,recurrido,4,13338,9870,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,103,union por la patria,2610,13338,9870,pj
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,104,blanco,998,13058,8850,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,104,comando,5,13058,8850,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,104,fit-u,422,13058,8850,otro
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,104,impugnado,9,13058,8850,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,104,juntos por el cambio,3642,13058,8850,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,104,la libertad avanza,1135,13058,8850,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,104,nulo,73,13058,8850,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,104,recurrido,5,13058,8850,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,104,union por la patria,2561,13058,8850,pj
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,105,blanco,1587,20159,14667,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,105,comando,9,20159,14667,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,105,fit-u,754,20159,14667,otro
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,105,impugnado,4,20159,14667,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,105,juntos por el cambio,6418,20159,14667,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,105,la libertad avanza,1695,20159,14667,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,105,nulo,117,20159,14667,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,105,recurrido,2,20159,14667,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,105,union por la patria,4081,20159,14667,pj
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,106,blanco,999,12152,9298,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,106,comando,5,12152,9298,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,106,fit-u,526,12152,9298,otro
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,106,impugnado,0,12152,9298,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,106,juntos por el cambio,3916,12152,9298,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,106,la libertad avanza,1108,12152,9298,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,106,nulo,87,12152,9298,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,106,recurrido,3,12152,9298,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,106,union por la patria,2654,12152,9298,pj
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,107,blanco,1687,21031,15785,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,107,comando,7,21031,15785,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,107,fit-u,794,21031,15785,otro
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,107,impugnado,55,21031,15785,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,107,juntos por el cambio,6651,21031,15785,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,107,la libertad avanza,1858,21031,15785,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,107,nulo,94,21031,15785,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,107,recurrido,4,21031,15785,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,107,union por la patria,4635,21031,15785,pj
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,108,blanco,929,12795,9359,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,108,comando,11,12795,9359,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,108,fit-u,515,12795,9359,otro
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,108,impugnado,0,12795,9359,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,108,juntos por el cambio,3866,12795,9359,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,108,la libertad avanza,1121,12795,9359,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,108,nulo,62,12795,9359,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,108,recurrido,2,12795,9359,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,108,union por la patria,2853,12795,9359,pj
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,109,blanco,1592,21401,14704,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,109,comando,12,21401,14704,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,109,fit-u,811,21401,14704,otro
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,109,impugnado,0,21401,14704,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,109,juntos por el cambio,5896,21401,14704,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,109,la libertad avanza,1851,21401,14704,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,109,nulo,113,21401,14704,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,109,recurrido,15,21401,14704,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,109,union por la patria,4414,21401,14704,pj
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,110,blanco,780,10703,7870,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,110,comando,8,10703,7870,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,110,fit-u,386,10703,7870,otro
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,110,impugnado,0,10703,7870,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,110,juntos por el cambio,3153,10703,7870,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,110,la libertad avanza,907,10703,7870,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,110,nulo,50,10703,7870,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,110,recurrido,0,10703,7870,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,110,union por la patria,2586,10703,7870,pj
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,111,blanco,1118,17177,9454,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,111,comando,5,17177,9454,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,111,fit-u,521,17177,9454,otro
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,111,impugnado,71,17177,9454,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,111,juntos por el cambio,3580,17177,9454,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,111,la libertad avanza,1388,17177,9454,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,111,nulo,51,17177,9454,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,111,recurrido,1,17177,9454,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,111,union por la patria,2719,17177,9454,pj
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,112,blanco,900,10228,6954,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,112,comando,9,10228,6954,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,112,fit-u,350,10228,6954,otro
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,112,impugnado,79,10228,6954,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,112,juntos por el cambio,2602,10228,6954,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,112,la libertad avanza,959,10228,6954,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,112,nulo,51,10228,6954,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,112,recurrido,2,10228,6954,neg
2023,G,provisorio,DIP_CABA,CABA,10,comuna 10,112,union por la patria,2002,10228,6954,pj
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,113,blanco,1118,14216,9860,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,113,comando,6,14216,9860,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,113,fit-u,501,14216,9860,otro
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,113,impugnado,3,14216,9860,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,113,juntos por el cambio,3976,14216,9860,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,113,la libertad avanza,1307,14216,9860,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,113,nulo,72,14216,9860,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,113,recurrido,6,14216,9860,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,113,union por la patria,2871,14216,9860,pj
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,114,blanco,1519,19188,13696,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,114,comando,9,19188,13696,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,114,fit-u,689,19188,13696,otro
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,114,impugnado,0,19188,13696,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,114,juntos por el cambio,5694,19188,13696,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,114,la libertad avanza,1579,19188,13696,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,114,nulo,93,19188,13696,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,114,recurrido,4,19188,13696,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,114,union por la patria,4109,19188,13696,pj
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,115,blanco,1082,13724,9790,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,115,comando,8,13724,9790,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,115,fit-u,553,13724,9790,otro
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,115,impugnado,2,13724,9790,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,115,juntos por el cambio,3777,13724,9790,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,115,la libertad avanza,1122,13724,9790,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,115,nulo,91,13724,9790,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,115,recurrido,3,13724,9790,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,115,union por la patria,3152,13724,9790,pj
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,116,blanco,1515,19028,14134,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,116,comando,10,19028,14134,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,116,fit-u,782,19028,14134,otro
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,116,impugnado,69,19028,14134,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,116,juntos por el cambio,5562,19028,14134,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,116,la libertad avanza,1584,19028,14134,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,116,nulo,92,19028,14134,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,116,recurrido,37,19028,14134,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,116,union por la patria,4483,19028,14134,pj
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,117,blanco,1472,20042,14698,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,117,comando,6,20042,14698,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,117,fit-u,755,20042,14698,otro
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,117,impugnado,3,20042,14698,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,117,juntos por el cambio,6459,20042,14698,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,117,la libertad avanza,1599,20042,14698,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,117,nulo,105,20042,14698,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,117,recurrido,4,20042,14698,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,117,union por la patria,4295,20042,14698,pj
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,118,blanco,994,15456,11499,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,118,comando,0,15456,11499,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,118,fit-u,498,15456,11499,otro
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,118,impugnado,1,15456,11499,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,118,juntos por el cambio,5473,15456,11499,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,118,la libertad avanza,1420,15456,11499,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,118,nulo,70,15456,11499,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,118,recurrido,5,15456,11499,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,118,union por la patria,3038,15456,11499,pj
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,119,blanco,1351,18828,14557,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,119,comando,1,18828,14557,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,119,fit-u,657,18828,14557,otro
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,119,impugnado,3,18828,14557,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,119,juntos por el cambio,6906,18828,14557,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,119,la libertad avanza,1526,18828,14557,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,119,nulo,85,18828,14557,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,119,recurrido,1,18828,14557,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,119,union por la patria,4027,18828,14557,pj
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,120,blanco,1541,20183,15076,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,120,comando,6,20183,15076,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,120,fit-u,585,20183,15076,otro
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,120,impugnado,0,20183,15076,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,120,juntos por el cambio,7338,20183,15076,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,120,la libertad avanza,1823,20183,15076,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,120,nulo,111,20183,15076,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,120,recurrido,46,20183,15076,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,120,union por la patria,3626,20183,15076,pj
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,121,blanco,1237,16177,12368,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,121,comando,1,16177,12368,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,121,fit-u,519,16177,12368,otro
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,121,impugnado,0,16177,12368,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,121,juntos por el cambio,5756,16177,12368,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,121,la libertad avanza,1628,16177,12368,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,121,nulo,95,16177,12368,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,121,recurrido,3,16177,12368,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,121,union por la patria,3129,16177,12368,pj
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,122,blanco,882,14174,10649,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,122,comando,0,14174,10649,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,122,fit-u,337,14174,10649,otro
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,122,impugnado,0,14174,10649,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,122,juntos por el cambio,6054,14174,10649,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,122,la libertad avanza,1290,14174,10649,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,122,nulo,66,14174,10649,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,122,recurrido,4,14174,10649,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,122,union por la patria,2016,14174,10649,pj
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,123,blanco,1107,15148,11398,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,123,comando,6,15148,11398,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,123,fit-u,497,15148,11398,otro
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,123,impugnado,0,15148,11398,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,123,juntos por el cambio,5533,15148,11398,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,123,la libertad avanza,1294,15148,11398,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,123,nulo,76,15148,11398,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,123,recurrido,5,15148,11398,neg
2023,G,provisorio,DIP_CABA,CABA,11,comuna 11,123,union por la patria,2880,15148,11398,pj
2023,G,provisorio,DIP_CABA,CABA,12,comuna 12,124,blanco,1429,17057,13304,neg
2023,G,provisorio,DIP_CABA,CABA,12,comuna 12,124,comando,12,17057,13304,neg
2023,G,provisorio,DIP_CABA,CABA,12,comuna 12,124,fit-u,607,17057,13304,otro
2023,G,provisorio,DIP_CABA,CABA,12,comuna 12,124,impugnado,2,17057,13304,neg
2023,G,provisorio,DIP_CABA,CABA,12,comuna 12,124,juntos por el cambio,5687,17057,13304,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,12,comuna 12,124,la libertad avanza,1416,17057,13304,la libertad avanza
2023,G,provisorio,DIP_CABA,CABA,12,comuna 12,124,nulo,97,17057,13304,neg
2023,G,provisorio,DIP_CABA,CABA,12,comuna 12,124,recurrido,31,17057,13304,neg
2023,G,provisorio,DIP_CABA,CABA,12,comuna 12,124,union por la patria,4023,17057,13304,pj
2023,G,provisorio,DIP_CABA,CABA,12,comuna 12,125,blanco,1730,23618,17331,neg
2023,G,provisorio,DIP_CABA,CABA,12,comuna 12,125,comando,7,23618,17331,neg
2023,G,provisorio,DIP_CABA,CABA,12,comuna 12,125,fit-u,799,23618,17331,otro
2023,G,provisorio,DIP_CABA,CABA,12,comuna 12,125,impugnado,2,23618,17331,neg
2023,G,provisorio,DIP_CABA,CABA,12,comuna 12,125,juntos por el cambio,8096,23618,17331,jxc-pro
2023,G,provisorio,DIP_CABA,CABA,12,comuna 12,125,la libertad avanza,1826,23618,17331,la libertad avanza
